Company,Site,Facility,State,Area,Date,TimeUTC,Rocket,Mission,RocketStatus,Price,MissionStatus
Eurockot,Site 133/3,Plesetsk Cosmodrome,,Russia,10/8/2005,15:02:00,Rokot/Briz KM,CryoSat-1,0,41.8,2
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,10/13/2005,22:32:00,Ariane 5 GS,Syracuse 3A & Galaxy 15,0,,1
CASC,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China,10/16/2005,20:32:00,Long March 2F,Shenzhou 6,0,,1
Lockheed,SLC-4E,Vandenberg AFB,California,USA,10/19/2005,18:05:00,Titan IV(404)B,NROL-20 (KH-11 Kennen),0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,10/27/2005,6:52:00,Cosmos-3M (11K65M),TopSat 1 & Others,0,,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,11/8/2005,14:06:00,Zenit-3 SL,Inmarsat 4F-2,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,11/16/2005,23:46:00,Ariane 5 ECA,Spaceway-2 & Telkom-2,1,200,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,12/21/2005,19:34:00,Cosmos-3M (11K65M),Cosmos 2416,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,12/21/2005,23:33:00,Ariane 5 GS,INSAT-4A & MSG-2,0,,1
ILS,SLC-41,Cape Canaveral AFS,Florida,USA,1/19/2006,19:00:00,Atlas V 551,New Horizons,1,153,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,1/24/2006,1:33:00,H-IIA 2022,Daichi,0,,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,2/15/2006,22:34:00,Zenit-3 SL,EchoStar-X,0,,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,2/18/2006,6:27:00,H-IIA 2024,Himawari 7,0,,1
ISAS,Mu Pad,Uchinoura Space Center,,Japan,2/21/2006,21:28:00,Mu-V / M-25,"SSSat 1, CUTE 1.7 & Akari",0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,3/11/2006,22:33:00,Ariane 5 ECA,Spainsat & Hot Bird 7A,1,200,1
SpaceX,Omelek Island,Ronald Reagan Ballistic Missile Defense Test Site,Marshall Islands,USA,3/24/2006,21:30:00,Falcon 1,FalconSat-2,0,7,2
Northrop,Stargazer,Vandenberg AFB,California,USA,3/28/2006,20:10:00,Pegasus XL,ST-5,1,40,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,4/12/2006,23:29:00,Zenit-3 SL,JCSat-9,0,,1
Northrop,SLC-8,Vandenberg AFB,California,USA,4/15/2006,1:40:00,Minotaur I,COSMIC (FORMOSAT-3),1,40,1
ILS,SLC-41,Cape Canaveral AFS,Florida,USA,4/20/2006,20:27:00,Atlas V 411,Astra 1KR,0,115,1
MITT,,Svobodny Cosmodrome,,Russia,4/25/2006,16:47:00,Start-1,EROS B,1,,1
CASC,LC-7,Taiyuan Satellite Launch Center,,China,4/26/2006,22:48:00,Long March 4C,Yaogan 1,1,64.68,1
Boeing,SLC-2W,Vandenberg AFB,California,USA,4/28/2006,10:02:00,Delta II 7420-10C,"CloudSat, CALIPSO",0,,1
Boeing,SLC-37B,Cape Canaveral AFS,Florida,USA,5/24/2006,22:11:00,"Delta IV Medium+ (4,2)",GOES-N (GOES-13),0,164,1
SRC,K-84 Submarine,Barents Sea Launch Area,,Barents Sea,5/26/2006,18:50:00,Shtil',Kompass-2,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,5/27/2006,21:09:00,Ariane 5 ECA,Satmex-6 & Thaicom-5,1,200,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,6/18/2006,7:49:00,Zenit-3 SL,Galaxy 16,0,,1
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,6/21/2006,22:15:00,Delta II 7925,MiTEx,0,,1
VKS RF,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,6/25/2006,4:00:00,Tsyklon-2,Cosmos 2421,0,,1
Boeing,SLC-6,Vandenberg AFB,California,USA,6/28/2006,3:33:00,"Delta IV Medium+ (4,2)",NROL-22,0,164,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,7/4/2006,18:37:00,Space Shuttle Discovery,STS-121,0,450,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,7/10/2006,12:08:00,GSLV Mk I,INSAT-4C,0,47,2
Kosmotras,Site 370/13,Yasny Cosmodrome,,Russia,7/12/2006,14:53:00,Dnepr,Genesis 1,0,29,1
VKS RF,Site 16/2,Plesetsk Cosmodrome,,Russia,7/21/2006,4:20:00,Molniya-M /Block 2BL,Cosmos 2422,0,,1
Kosmotras,Site 109/95,Baikonur Cosmodrome,,Kazakhstan,7/26/2006,19:43:00,Dnepr,BelKa 1 & Others,0,29,2
Eurockot,Site 133/3,Plesetsk Cosmodrome,,Russia,7/28/2006,7:05:00,Rokot/Briz KM,KompSat-2,0,41.8,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,8/11/2006,22:15:00,Ariane 5 ECA,JCSAT-10 & Syracuse 3B,1,200,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,8/22/2006,3:26:00,Zenit-3 SL,Koreasat 5,0,,1
CASC,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,9/9/2006,7:00:00,Long March 2C,Shijian-8,1,30.8,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,9/9/2006,15:14:00,Space Shuttle Atlantis,STS-115,0,450,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,9/11/2006,4:35:00,H-IIA 202,IGS-Optical 2,1,90,1
CASC,LC-2,Xichang Satellite Launch Center,,China,9/12/2006,16:02:00,Long March 3A,Chinasat-22A,1,69.7,1
ISAS,Mu Pad,Uchinoura Space Center,,Japan,9/22/2006,21:36:00,Mu-V / M-25,"SSSat 2, Hinode & Camatai",0,,1
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,9/25/2006,18:50:00,Delta II 7925,GPS IIRM-2,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,10/13/2006,20:56:00,Ariane 5 ECA,"DirecTV-9S, Optus D1, LDREX-2",1,200,1
CASC,LC-7,Taiyuan Satellite Launch Center,,China,10/23/2006,23:34:00,Long March 4B,Shijian-6C & 6D,1,64.68,1
Boeing,SLC-17B,Cape Canaveral AFS,Florida,USA,10/26/2006,0:52:00,Delta II 7925-10L,STEREO,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,10/28/2006,16:20:00,Long March 3B,SinoSat 2,0,,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,10/30/2006,23:48:00,Zenit-3 SL,XM-4,0,,1
Boeing,SLC-6,Vandenberg AFB,California,USA,11/4/2006,13:53:00,Delta IV Medium,DMSP F17,0,133,1
Boeing,SLC-17A,Cape Canaveral AFS,Florida,USA,11/17/2006,19:12:00,Delta II 7925,GPS IIRM-3,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,12/8/2006,0:53:00,Long March 3A,Fengyun-2D,1,69.7,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,12/8/2006,22:08:00,Ariane 5 ECA,WildBlue-1 & AMC-18,1,200,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,12/10/2006,0:47:00,Space Shuttle Discovery,STS-116,0,450,1
ULA,SLC-2W,Vandenberg AFB,California,USA,12/14/2006,21:00:00,Delta II 7920-10C,NROL-21,0,,1
Northrop,LP-0B,Wallops Flight Facility,Virginia,USA,12/16/2006,12:00:00,Minotaur I,TacSat-2 & GeneSat-1,1,40,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,12/18/2006,6:32:00,H-IIA 204,Kiku 8,1,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,12/19/2006,14:00:00,Cosmos-3M (11K65M),SAR-Lupe 1,0,,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,1/10/2007,3:54:00,PSLV-G,Cartosat-2 & SRE-1 & Rideshares,0,25,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,1/30/2007,23:21:00,Zenit-3 SL,NSS-8,0,,2
CASC,LC-2,Xichang Satellite Launch Center,,China,2/2/2007,16:28:00,Long March 3A,Beidou-1D,1,69.7,1
ULA,SLC-17B,Cape Canaveral AFS,Florida,USA,2/17/2007,23:01:00,Delta II 7925-10C,THEMIS,0,,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,2/24/2007,4:41:00,H-IIA 2024,"IGS-Optical 3V, IGS-Radar 2",0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,3/9/2007,3:10:00,Atlas V 401,"STP-1, FalconSat-3",1,109,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,3/11/2007,22:03:00,Ariane 5 ECA,Skynet 5A & INSAT-4B,1,200,1
SpaceX,Omelek Island,Ronald Reagan Ballistic Missile Defense Test Site,Marshall Islands,USA,3/21/2007,1:10:00,Falcon 1,DemoSat,0,7,2
CASC,LC-7,Taiyuan Satellite Launch Center,,China,4/11/2007,3:27:00,Long March 2C,Haiyang-1B,1,30.8,1
CASC,LC-2,Xichang Satellite Launch Center,,China,4/13/2007,20:11:00,Long March 3A,Compass-M1,1,69.7,1
Kosmotras,Site 109/95,Baikonur Cosmodrome,,Kazakhstan,4/17/2007,6:46:00,Dnepr,EgyptSat 1 & Others,0,29,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,4/23/2007,10:00:00,PSLV-CA,AGILE & AAM,1,21,1
Northrop,LP-0B,Wallops Flight Facility,Virginia,USA,4/24/2007,6:48:00,Minotaur I,NFIRE,1,40,1
Northrop,Stargazer,Vandenberg AFB,California,USA,4/25/2007,20:26:00,Pegasus XL,AIM,1,40,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,5/4/2007,22:29:00,Ariane 5 ECA,Astra 1L & Galaxy 17,1,200,1
CASC,LC-2,Xichang Satellite Launch Center,,China,5/13/2007,16:01:00,Long March 3B/E,NIGCOMSAT-1,1,29.15,1
CASC,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,5/25/2007,7:12:00,Long March 2D,Yaogan 2 & ZDPS-1,1,29.75,1
CASC,LC-2,Xichang Satellite Launch Center,,China,5/31/2007,16:08:00,Long March 3A,SinoSat 3,1,69.7,1
ULA,SLC-2W,Vandenberg AFB,California,USA,6/8/2007,2:34:00,Delta II 7420-10C,COSMO-SkyMed,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,6/8/2007,23:38:00,Space Shuttle Atlantis,STS-117,0,450,1
IAI,Pad 1,Palmachim Airbase,,Israel,6/10/2007,,Shavit-2,Ofek-7,1,,1
Kosmotras,Site 109/95,Baikonur Cosmodrome,,Kazakhstan,6/15/2007,2:14:00,Dnepr,TerraSAR-X,0,29,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,6/15/2007,15:11:00,Atlas V 401,NROL-30 & NOSS-3,1,109,3
Kosmotras,Site 370/13,Yasny Cosmodrome,,Russia,6/28/2007,15:02:00,Dnepr,Genesis 2,0,29,1
VKS RF,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,6/29/2007,10:00:00,Zenit-2,Cosmos 2428,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,7/2/2007,19:38:00,Cosmos-3M (11K65M),SAR-Lupe 2,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,7/5/2007,20:08:00,Long March 3B,Chinasat-6B,0,,1
ULA,SLC-17A,Cape Canaveral AFS,Florida,USA,8/4/2007,9:26:00,Delta II 7925,Phoenix,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,8/8/2007,22:36:00,Space Shuttle Endeavour,STS-118,0,450,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,8/14/2007,23:44:00,Ariane 5 ECA,Spaceway-3 & BSat-3A,1,200,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,9/2/2007,12:51:00,GSLV Mk I,INSAT-4CR,0,47,3
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,9/11/2007,13:05:00,Cosmos-3M (11K65M),Cosmos 2429,0,,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,9/14/2007,1:31:00,H-IIA 2022,SELENE,0,,1
ULA,SLC-2W,Vandenberg AFB,California,USA,9/18/2007,18:35:00,Delta II 7920-10C,DigitalGlobe WorldView-1,0,,1
CASC,LC-7,Taiyuan Satellite Launch Center,,China,9/19/2007,3:26:00,Long March 4B,CBERS-2B,1,64.68,1
ULA,SLC-17B,Cape Canaveral AFS,Florida,USA,9/27/2007,11:34:00,Delta II 7925H,Dawn,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,10/5/2007,22:02:00,Ariane 5 GS,Intelsat 11 & Optus D2,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,10/11/2007,0:22:00,Atlas V 421,WSG-1,1,123,1
ULA,SLC-17A,Cape Canaveral AFS,Florida,USA,10/17/2007,12:23:00,Delta II 7925,GPS IIRM-4,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,10/23/2007,3:38:00,Space Shuttle Discovery,STS-120,0,450,1
VKS RF,Site 16/2,Plesetsk Cosmodrome,,Russia,10/23/2007,4:39:00,Molniya-M /Block 2BL,Cosmos 2430,0,,1
CASC,LC-3,Xichang Satellite Launch Center,,China,10/24/2007,10:05:00,Long March 3B,Chang'e 1,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,11/1/2007,0:51:00,Cosmos-3M (11K65M),SAR-Lupe 3,0,,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,11/11/2007,1:50:00,Delta IV Heavy,DSP-23,1,350,1
CASC,LC-7,Taiyuan Satellite Launch Center,,China,11/11/2007,22:48:00,Long March 4C,Yaogan 3,1,64.68,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,11/14/2007,22:03:00,Ariane 5 ECA,Skynet 5B & Star One C1,1,200,1
ULA,SLC-2W,Vandenberg AFB,California,USA,12/9/2007,2:31:00,Delta II 7420-10C,COSMO-2,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,12/10/2007,22:05:00,Atlas V 401,NROL-24,1,109,1
ULA,SLC-17A,Cape Canaveral AFS,Florida,USA,12/20/2007,20:04:00,Delta II 7925,GPS IIRM-5,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,12/21/2007,21:41:00,Ariane 5 GS,Rascom-QAF1 & Horizons-2,0,,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,1/15/2008,11:48:00,Zenit-3 SL,Thuraya-3,0,,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,1/21/2008,3:45:00,PSLV-CA,TecSAR,1,21,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,2/7/2008,19:45:00,Space Shuttle Atlantis,STS-122,0,450,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,2/23/2008,8:55:00,H-IIA 202,Kizuna,1,90,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,3/9/2008,4:03:00,Ariane 5 ES,Jules Verne ATV,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,3/11/2008,6:28:00,Space Shuttle Endeavour,STS-123,0,450,1
ULA,SLC-3E,Vandenberg AFB,California,USA,3/13/2008,10:02:00,Atlas V 411,NROL-28,0,115,1
ULA,SLC-17A,Cape Canaveral AFS,Florida,USA,3/15/2008,6:10:00,Delta II 7925,GPS IIRM-6,0,,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,3/19/2008,22:47:00,Zenit-3 SL,DirecTV-11,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,3/27/2008,17:16:00,Cosmos-3M (11K65M),SAR-Lupe 4,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,4/14/2008,20:12:00,Atlas V 421,ICO G1,1,123,1
Northrop,Stargazer,Ronald Reagan Ballistic Missile Defense Test Site,Marshall Islands,USA,4/15/2008,17:01:00,Pegasus XL,C/NOFS,1,40,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,4/18/2008,22:17:00,Ariane 5 ECA,Star One C2 & Vinasat-1,1,200,1
CASC,LC-2,Xichang Satellite Launch Center,,China,4/25/2008,15:35:00,Long March 3C,Tianlian I-01,0,20.14,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,4/28/2008,3:53:00,PSLV-CA,Cartosat-2A & Rideshares,1,21,1
Land Launch,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,4/28/2008,5:00:00,Zenit-3 SLB,AMOS 3,0,,3
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,5/21/2008,9:42:00,Zenit-3 SL,Galaxy 18,0,,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,5/23/2008,15:20:00,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",0,41.8,1
CASC,LC-7,Taiyuan Satellite Launch Center,,China,5/27/2008,3:02:00,Long March 4C,Fengyun-3A,1,64.68,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,5/31/2008,21:02:00,Space Shuttle Discovery,STS-124,0,450,1
CASC,LC-2,Xichang Satellite Launch Center,,China,6/9/2008,12:15:00,Long March 3B,ChinaSat 9,0,,1
ULA,SLC-17B,Cape Canaveral AFS,Florida,USA,6/11/2008,16:05:00,Delta II 7920H-10C,GLAST,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,6/12/2008,22:05:00,Ariane 5 ECA,Skynet 5C & Turksat 3A,1,200,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,6/19/2008,6:36:00,Cosmos-3M (11K65M),Orbcomm Satellites,0,,1
ULA,SLC-2W,Vandenberg AFB,California,USA,6/20/2008,7:46:00,Delta II 7320-10C,Jason-2,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,7/7/2008,21:47:00,Ariane 5 ECA,ProtoStar-1 & Badr-6,1,200,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,7/16/2008,5:20:00,Zenit-3 SL,EchoStar XI,0,,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,7/22/2008,2:40:00,Cosmos-3M (11K65M),SAR-Lupe 5,0,,1
SpaceX,Omelek Island,Ronald Reagan Ballistic Missile Defense Test Site,Marshall Islands,USA,8/3/2008,3:34:00,Falcon 1,Flight 3,0,7,2
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,8/14/2008,20:44:00,Ariane 5 ECA,Superbird-7 & AMC-21,1,200,1
ISA,Imam Khomeini Spaceport,Semnan Space Center,,Iran,8/17/2008,,Safir-1,Unknown Payload,0,,2
Kosmotras,Site 109/95,Baikonur Cosmodrome,,Kazakhstan,8/29/2008,7:15:00,Dnepr,RapidEye 1 to 5,0,29,1
CASC,LC-7,Taiyuan Satellite Launch Center,,China,9/6/2008,3:25:00,Long March 2C/SMA,Huanjing-1A & 1B,1,,1
ULA,SLC-2W,Vandenberg AFB,California,USA,9/6/2008,18:50:00,Delta II 7420-10C,GeoEye-1,0,,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,9/24/2008,9:27:00,Zenit-3 SL,Galaxy 19,0,,1
CASC,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China,9/28/2008,13:10:00,Long March 2F/G,Shenzhou 7,1,,1
SpaceX,Omelek Island,Ronald Reagan Ballistic Missile Defense Test Site,Marshall Islands,USA,9/28/2008,23:15:00,Falcon 1,RatSat,0,7,1
Kosmotras,Site 370/13,Yasny Cosmodrome,,Russia,10/1/2008,6:37:00,Dnepr,THEOS 1,0,29,1
Northrop,Stargazer,Ronald Reagan Ballistic Missile Defense Test Site,Marshall Islands,USA,10/19/2008,17:47:00,Pegasus XL,IBEX,1,40,1
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,10/22/2008,0:52:00,PSLV-XL,Chandrayaan-1,1,31,1
CASC,LC-9,Taiyuan Satellite Launch Center,,China,10/25/2008,1:15:00,Long March 4B,Shijian-6E & F,1,64.68,1
ULA,SLC-2W,Vandenberg AFB,California,USA,10/25/2008,2:28:00,Delta II 7420-10C,COSMO-3,0,,1
CASC,LC-2,Xichang Satellite Launch Center,,China,10/29/2008,16:53:00,Long March 3B/E,VENESAT 1,1,29.15,1
CASC,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,11/5/2008,0:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),1,29.75,1
CASC,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,11/5/2008,0:15:00,Long March 2D,Shiyan-3 & Chuangxin-1(02),1,29.75,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,11/15/2008,0:55:00,Space Shuttle Endeavour,STS-126,0,450,1
VKS RF,Site 16/2,Plesetsk Cosmodrome,,Russia,12/2/2008,4:59:00,Molniya-M /Block 2BL,Cosmos 2446,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,12/20/2008,22:35:00,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,1,200,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,1/18/2009,2:47:00,Delta IV Heavy,NROL-26,1,350,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,1/23/2009,3:54:00,H-IIA 202,"Ibuki, Maido 1 & Others",1,90,1
VKS RF,Site 32/2,Plesetsk Cosmodrome,,Russia,1/30/2009,13:30:00,Tsyklon-3,Koronas Foton,0,,1
ISA,Imam Khomeini Spaceport,Semnan Space Center,,Iran,2/2/2009,,Safir-1,Omid,0,,1
ULA,SLC-2W,Vandenberg AFB,California,USA,2/6/2009,10:22:00,Delta II 7320-10C,NOAA-N Prime,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,2/12/2009,22:09:00,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",1,200,1
Northrop,SLC-576E,Vandenberg AFB,California,USA,2/24/2009,9:55:00,Minotaur C (Taurus),Orbiting Carbon Observatory,1,45,2
Land Launch,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,2/26/2009,8:30:00,Zenit-3 SLB,Telstar-11N,0,,1
ULA,SLC-17B,Cape Canaveral AFS,Florida,USA,3/7/2009,3:49:00,Delta II 7925-10L,Kepler,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,3/15/2009,23:43:00,Space Shuttle Discovery,STS-119,0,450,1
Eurockot,Site 133/3,Plesetsk Cosmodrome,,Russia,3/17/2009,14:21:00,Rokot/Briz KM,GOCE,0,41.8,1
ULA,SLC-17A,Cape Canaveral AFS,Florida,USA,3/24/2009,8:34:00,Delta II 7925,GPS IIRM-7,0,,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,4/4/2009,0:31:00,Atlas V 421,WGS-2,1,123,1
KCST,Pad 1,Tonghae Satellite Launching Ground,,North Korea,4/5/2009,2:20:00,Unha-2,KwangmyÂÂngsÂÂng-2,0,,2
ISRO,Second Launch Pad,Satish Dhawan Space Centre,,India,4/20/2009,1:15:00,PSLV-CA,RISAT-2 & ANUSAT,1,21,1
Sea Launch,LP Odyssey,Kiritimati Launch Area,,Kiribati,4/20/2009,8:15:00,Zenit-3 SL,Sicral-1B,0,,1
ULA,SLC-2W,Vandenberg AFB,California,USA,5/5/2009,20:24:00,Delta II 7920-10C,STSS-ATRR,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,5/11/2009,18:01:00,Space Shuttle Atlantis,STS-125,0,450,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,5/14/2009,13:12:00,Ariane 5 ECA,Herschel Space Observatory & Planck,1,200,1
Northrop,LP-0B,Wallops Flight Facility,Virginia,USA,5/19/2009,23:55:00,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,1,40,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,6/18/2009,17:32:00,Atlas V 421,LRO/LCROSS,1,123,1
Land Launch,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,6/21/2009,21:50:00,Zenit-3 SLB,MEASAT 3a,0,,1
ULA,SLC-37B,Cape Canaveral AFS,Florida,USA,6/27/2009,22:51:00,"Delta IV Medium+ (4,2)",GOES-O,0,164,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,7/1/2009,19:52:00,Ariane 5 ECA,TerreStar-1,1,200,1
VKS RF,Site 133/3,Plesetsk Cosmodrome,,Russia,7/6/2009,1:26:00,Rokot/Briz KM,Cosmos 2451 to 2453,0,41.8,1
SpaceX,Omelek Island,Ronald Reagan Ballistic Missile Defense Test Site,Marshall Islands,USA,7/14/2009,3:35:00,Falcon 1,RazakSat,0,7,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,7/15/2009,22:03:00,Space Shuttle Endeavour,STS-127,0,450,1
VKS RF,Site 132/1,Plesetsk Cosmodrome,,Russia,7/21/2009,3:57:00,Cosmos-3M (11K65M),Cosmos 2454,0,,1
Kosmotras,Site 109/95,Baikonur Cosmodrome,,Kazakhstan,7/29/2009,18:46:00,Dnepr,DubaiSat 1 & Others,0,29,1
ULA,SLC-17A,Cape Canaveral AFS,Florida,USA,8/17/2009,10:35:00,Delta II 7925,GPS IIRM-8,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,8/21/2009,22:09:00,Ariane 5 ECA,JCSAT-12 & Optus D3,1,200,1
KARI,LC-1,Naro Space Center,,South Korea,8/25/2009,8:00:00,Naro-1,STSAT-2A,0,,2
NASA,LC-39A,Kennedy Space Center,Florida,USA,8/28/2009,3:59:00,Space Shuttle Discovery,STS-128,0,450,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,9/8/2009,21:35:00,Atlas V 401,PAN,1,109,1
MHI,LA-Y2,Tanegashima Space Center,,Japan,9/10/2009,17:01:00,H-IIB,HTV-1,0,112.5,1
ISRO,First Launch Pad,Satish Dhawan Space Centre,,India,9/23/2009,6:21:00,PSLV-CA,Oceansat-2 & Rideshares,1,21,1
ULA,SLC-17B,Cape Canaveral AFS,Florida,USA,9/25/2009,12:20:00,Delta II 7920-10C,STSS Demo,0,,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,10/1/2009,21:59:00,Ariane 5 ECA,Amazonas 2 & COMSATBw-1,1,200,1
ULA,SLC-2W,Vandenberg AFB,California,USA,10/8/2009,18:51:00,Delta II 7920-10C,WorldView-2,0,,1
ULA,SLC-3E,Vandenberg AFB,California,USA,10/18/2009,16:12:00,Atlas V 401,DMSP-5D3-F18,1,109,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,10/28/2009,15:30:00,Ares 1-X,Ares 1-X Test Flight,0,450,1
Arianespace,ELA-3,Guiana Space Centre,French Guiana,France,10/29/2009,20:00:00,Ariane 5 ECA,NSS-12 & Thor-6,1,200,1
Eurockot,Site 133/3,Plesetsk Cosmodrome,,Russia,11/2/2009,1:50:00,Rokot/Briz KM,SMOS and Proba-2,0,41.8,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,11/16/2009,19:28:00,Space Shuttle Atlantis,STS-129,0,450,1
ULA,SLC-41,Cape Canaveral AFS,Florida,USA,11/23/2009,6:55:00,Atlas V 431,Intersat 14,0,130,1
MHI,LA-Y1,Tanegashima Space Center,,Japan,11/28/2009,1:21:00,H-IIA 202,IGS-Optical 3,1,90,1
Land Launch,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,11/30/2009,21:00:00,Zenit-3 SLB,Intelsat 15,0,,1
